855257_reviewed	GMP biosynthetic process
852017_reviewed	'de novo' IMP biosynthetic process
853230_reviewed	lysine biosynthetic process via aminoadipic acid
851820_reviewed	lysine biosynthetic process via aminoadipic acid
852857_reviewed	fungal-type cell wall beta-glucan biosynthetic process
855223_reviewed	protein import into nucleus
852641_reviewed	DNA replication
850351_reviewed	lipid droplet formation
851214_reviewed	chromatin remodeling
850797_reviewed	exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
854513_reviewed	alanyl-tRNA aminoacylation
853059_reviewed	cysteine biosynthetic process from serine
852378_reviewed	folic acid biosynthetic process
856681_reviewed	extraction of mislocalized protein from ER membrane
850544_reviewed	engulfment of target by autophagosome
856088_reviewed	engulfment of target by autophagosome
853432_reviewed	mitochondrial tRNA 5'-end processing
854541_reviewed	nuclear-transcribed mRNA catabolic process
854775_reviewed	cellular response to carbon dioxide
850599_reviewed	error-free translesion synthesis
854110_reviewed	ascospore wall assembly
851944_reviewed	carbohydrate transport
852528_reviewed	protein import into mitochondrial matrix
851818_reviewed	heme biosynthetic process
853242_reviewed	DNA damage response
856671_reviewed	carbohydrate metabolic process
853307_reviewed	calcium-mediated signaling
856520_reviewed	DNA repair
856673_reviewed	L-methionine salvage from methylthioadenosine
856467_reviewed	mitochondrial tRNA methylation
855282_reviewed	alpha-ketoglutarate transport
854986_reviewed	adenine salvage
855196_reviewed	ERAD pathway
855504_reviewed	cellular response to phosphate starvation
855594_reviewed	NAD+ biosynthetic process
853594_reviewed	methionine biosynthetic process
851329_reviewed	guanine nucleotide transport
856026_reviewed	cytoplasmic translation
850366_reviewed	G1/S transition of mitotic cell cycle
853925_reviewed	protein targeting to vacuolar membrane
854141_reviewed	exocytosis
851514_reviewed	intracellular sterol transport
854007_reviewed	ferric-enterobactin import into cell
854841_reviewed	positive regulation of gamma-aminobutyric acid catabolic process
855018_reviewed	glycerophospholipid catabolic process
856029_reviewed	fungal-type cell wall organization
852679_reviewed	D-serine catabolic process
852832_reviewed	tRNA methylation
856883_reviewed	protein folding in endoplasmic reticulum
854953_reviewed	cortical actin cytoskeleton organization
850333_reviewed	amino acid transmembrane transport
855028_reviewed	maturation of SSU-rRNA
856118_reviewed	cellular response to starvation
852777_reviewed	deoxyribonucleoside monophosphate catabolic process
851598_reviewed	lysine biosynthetic process
854894_reviewed	acetate biosynthetic process
851953_reviewed	fungal-type cell wall organization
854246_reviewed	intracellular manganese ion homeostasis
853514_reviewed	potassium ion transmembrane transport
852216_reviewed	2-micrometer plasmid partitioning
853865_reviewed	DNA-templated transcription
854033_reviewed	cellular hyperosmotic salinity response
854927_reviewed	negative regulation of transcription by RNA polymerase II
855660_reviewed	amino acid export across plasma membrane
851936_reviewed	mitochondrial translational elongation
852141_reviewed	fungal-type cell wall organization
850773_reviewed	axial cellular bud site selection
853823_reviewed	positive regulation of pseudohyphal growth
854151_reviewed	glycerophospholipid catabolic process
852261_reviewed	dolichol-linked oligosaccharide biosynthetic process
853396_reviewed	mitotic recombination
853991_reviewed	late endosome to vacuole transport via multivesicular body sorting pathway
850354_reviewed	protein retention in ER lumen
854108_reviewed	glutathione biosynthetic process
852317_reviewed	CDP-diacylglycerol biosynthetic process
856347_reviewed	Group I intron splicing
850911_reviewed	copper ion import
852125_reviewed	ascospore formation
855926_reviewed	negative regulation of dipeptide transport
853964_reviewed	cell budding
855137_reviewed	aldehyde catabolic process
853351_reviewed	inorganic cation transmembrane transport
851767_reviewed	protein transport
850616_reviewed	L-cysteine catabolic process to pyruvate
851146_reviewed	response to xenobiotic stimulus
850621_reviewed	actin cortical patch assembly
852401_reviewed	mitochondrial L-ornithine transmembrane transport
853312_reviewed	intracellular calcium ion homeostasis
851626_reviewed	protein insertion into ER membrane by stop-transfer membrane-anchor sequence
852579_reviewed	nuclear DNA replication
853852_reviewed	DNA damage tolerance
854320_reviewed	GPI anchor biosynthetic process
855994_reviewed	glycerophospholipid catabolic process
852946_reviewed	amino acid transmembrane transport
854895_reviewed	mRNA processing
854396_reviewed	fatty acid biosynthetic process
854139_reviewed	amino acid transmembrane transport
851765_reviewed	bipolar cellular bud site selection
855498_reviewed	aggrephagy
856261_reviewed	intracellular triglyceride homeostasis
852636_reviewed	amino acid catabolic process to alcohol via Ehrlich pathway
853887_reviewed	histone catabolic process
856442_reviewed	inositol biosynthetic process
854202_reviewed	mitochondrial membrane organization
851952_reviewed	positive regulation of mitochondrial translation
852815_reviewed	dolichol-linked oligosaccharide biosynthetic process
853265_reviewed	(1->6)-beta-D-glucan biosynthetic process
850352_reviewed	cardiolipin biosynthetic process
851932_reviewed	mitochondrial DNA metabolic process
853766_reviewed	ascospore-type prospore membrane formation
853553_reviewed	establishment of mitochondrion localization
856392_reviewed	cyclic threonylcarbamoyladenosine biosynthetic process
852890_reviewed	phosphatidylethanolamine biosynthetic process
856270_reviewed	lipid metabolic process
850519_reviewed	endoplasmic reticulum to Golgi vesicle-mediated transport
852568_reviewed	3-keto-sphinganine metabolic process
855251_reviewed	mitochondrion organization
855803_reviewed	Golgi to endosome transport
856777_reviewed	chromatin remodeling
850805_reviewed	post-Golgi vesicle-mediated transport
854305_reviewed	proton transmembrane transport
850971_reviewed	cellular response to stress
850550_reviewed	mRNA pseudouridine synthesis
855033_reviewed	DNA-templated transcription
850555_reviewed	mRNA splicing, via spliceosome
855215_reviewed	intracellular iron ion homeostasis
851130_reviewed	microtubule-based process
852540_reviewed	aerobic respiration
852993_reviewed	regulation of mitochondrion organization
854864_reviewed	maintenance of RNA location
850498_reviewed	mitochondrial respiratory chain complex IV assembly
852447_reviewed	DNA-templated transcription
854515_reviewed	transcription elongation by RNA polymerase II
856759_reviewed	cellular response to phosphate starvation
852139_reviewed	transcription by RNA polymerase II
854924_reviewed	borate transport
856032_reviewed	protein deubiquitination
854892_reviewed	methionine biosynthetic process
854377_reviewed	L-histidine biosynthetic process
851364_reviewed	regulation of vacuole fusion, non-autophagic
853918_reviewed	endoplasmic reticulum to Golgi vesicle-mediated transport
855030_reviewed	positive regulation of transcription by RNA polymerase II
851181_reviewed	attachment of GPI anchor to protein
851302_reviewed	mRNA destabilization
851976_reviewed	maturation of LSU-rRNA
856178_reviewed	cell differentiation
854075_reviewed	ribosomal large subunit assembly
855324_reviewed	GPI anchor biosynthetic process
854488_reviewed	phosphatidic acid biosynthetic process
852861_reviewed	positive regulation of TORC1 signaling
854483_reviewed	riboflavin transport
852136_reviewed	endoplasmic reticulum to Golgi vesicle-mediated transport
853028_reviewed	Golgi organization
855447_reviewed	glyoxylate catabolic process
851881_reviewed	inositol biosynthetic process
854687_reviewed	fungal-type cell wall biogenesis
855541_reviewed	actin filament organization
854401_reviewed	intracellular iron ion homeostasis
852937_reviewed	cardiolipin biosynthetic process
855021_reviewed	L-methionine salvage from methylthioadenosine
852710_reviewed	intracellular copper ion homeostasis
850372_reviewed	base-excision repair
853678_reviewed	amino acid transport
855650_reviewed	establishment or maintenance of actin cytoskeleton polarity
853616_reviewed	fungal-type cell wall organization
851609_reviewed	intracellular calcium ion homeostasis
856618_reviewed	cell-substrate adhesion
853820_reviewed	budding cell bud growth
851608_reviewed	intracellular calcium ion homeostasis
851254_reviewed	glycine catabolic process
856658_reviewed	cellular response to oxidative stress
856811_reviewed	protein processing
856443_reviewed	glycogen metabolic process
853673_reviewed	cytochrome complex assembly
852817_reviewed	mRNA pseudouridine synthesis
852994_reviewed	glutaminyl-tRNAGln biosynthesis via transamidation
853121_reviewed	fatty acid beta-oxidation using acyl-CoA dehydrogenase
853326_reviewed	fungal-type cell wall organization
853559_reviewed	arabinose catabolic process
851063_reviewed	dicarboxylic acid transport
855205_reviewed	beta-alanine biosynthetic process
855348_reviewed	mRNA processing
855480_reviewed	glucose metabolic process
854105_reviewed	pantothenate biosynthetic process
854184_reviewed	autophagy of mitochondrion
856018_reviewed	ceramide biosynthetic process
856225_reviewed	EGAD pathway
856841_reviewed	double-strand break repair via break-induced replication
853543_reviewed	inner mitochondrial membrane organization
851739_reviewed	'de novo' cotranslational protein folding
853510_reviewed	FAD metabolic process
855866_reviewed	DNA damage response
856004_reviewed	autophagy of mitochondrion
856436_reviewed	box C/D snoRNP assembly
854914_reviewed	ergosterol biosynthetic process
851939_reviewed	endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
851225_reviewed	autophagy of mitochondrion
854136_reviewed	maturation of SSU-rRNA
855944_reviewed	aerobic respiration
